# BBN prediction of the primordial abundances (He-4 and Deuterium) as a function of
# 1)the baryon density $\Omega_b h^2$ and 
# 2)the number of extra relativistic degrees of freedom $\Delta N$
# 
# If $\Delta N=0$, then $N_{eff} = 3.045$ because of QED effects and Incomplete Neurino decoupling.
#
# Computation performed with PRIMAT (by Cyril Pitrou 2018 http://www2.iap.fr/users/pitrou/primat.htm)
# Details on arXiv:1801.08023
# Last update 20/03/2018
#
# Neutron Decay rate $\tau_n$ is 879.5s (+-0.8s), following Serebrov et al. 2017 (arXiv:1712.05663)
# CMB temperature is 2.7255 K (without taking into account a possible uncertainty)
#
# He4 is given either as $Y^BBN_P = 4 Y_{He4}$ where $Y_{He4}$ is the ratio of He-4 number density to baryons number density.
# He4 is also provided as $Y_P = Y_{He4} * m_ {He4} /[Y_{He4} m_{He4} + (1 - 4*Y_{He4}) m_H1]$ 
# where $m_{He4}=4.0026032541$ and $m_{H1}=1.00782503223$ are atomic masses. 
#
# Deuterium is given the ratio of its number density to the H1 number density and noted $D/H$.
# 
# eta10 is $10^10 eta_ 0$ where $eta_ 0$ is the density ratio between baryons and photons AT THE END OF BBN.
# Hence eta10 ignores the extra production of He4 by stars after BBN. Whenever possible, working with $\Omega_b h^2$ is better. 
#
# Errors are computed with a Monte-Carlo method on nuclear rates and also on tau_n. 
# See PRIMAT paper (2018) for details.
# 
#  Ombh2        eta10           DeltaN          Yp              Yp^BBN          sig(Yp^BBN)     D/H             sig(D/H)  

0.005000	1.368160	-3.000000	0.176633	0.177674	0.000227634	0.00015481	1.16258e-6
0.006000	1.641820	-3.000000	0.179165	0.180218	0.000227193	0.000116274	8.86922e-7
0.007000	1.915490	-3.000000	0.181133	0.182195	0.00022703	0.0000914281	7.14273e-7
0.008000	2.189150	-3.000000	0.182738	0.183807	0.000226811	0.0000743179	5.99991e-7
0.009000	2.462820	-3.000000	0.184089	0.185165	0.000226726	0.000061932	5.21535e-7
0.010000	2.736490	-3.000000	0.185256	0.186337	0.000226595	0.0000526108	4.65351e-7
0.011000	3.010160	-3.000000	0.186282	0.187367	0.000226539	0.0000453758	4.23815e-7
0.012000	3.283830	-3.000000	0.187198	0.188287	0.000226434	0.000039617	3.92368e-7
0.013000	3.557510	-3.000000	0.188024	0.189117	0.000226204	0.0000349373	3.67629e-7
0.014000	3.831180	-3.000000	0.188776	0.189873	0.000226249	0.0000310679	3.4819e-7
0.015000	4.104860	-3.000000	0.189468	0.190567	0.000226153	0.0000278214	3.31965e-7
0.016000	4.378530	-3.000000	0.190107	0.191210	0.000226087	0.0000250632	3.18461e-7
0.017000	4.652210	-3.000000	0.190702	0.191807	0.000225952	0.0000226943	3.06555e-7
0.018000	4.925890	-3.000000	0.191257	0.192365	0.000225906	0.0000206406	2.96384e-7
0.019000	5.199570	-3.000000	0.191779	0.192889	0.000225876	0.0000188457	2.87151e-7
0.020000	5.473250	-3.000000	0.192270	0.193382	0.000225711	0.0000172655	2.78725e-7
0.020200	5.527990	-3.000000	0.192365	0.193477	0.000225765	0.0000169721	2.77087e-7
0.020400	5.582730	-3.000000	0.192459	0.193572	0.000225717	0.0000166856	2.75525e-7
0.020600	5.637460	-3.000000	0.192552	0.193665	0.000225707	0.0000164058	2.73937e-7
0.020800	5.692200	-3.000000	0.192644	0.193757	0.000225737	0.0000161325	2.72366e-7
0.021000	5.746930	-3.000000	0.192735	0.193849	0.000225705	0.0000158655	2.70921e-7
0.021200	5.801670	-3.000000	0.192825	0.193939	0.000225674	0.0000156046	2.69343e-7
0.021400	5.856410	-3.000000	0.192914	0.194028	0.000225653	0.0000153496	2.67907e-7
0.021600	5.911140	-3.000000	0.193002	0.194117	0.000225671	0.0000151003	2.66425e-7
0.021800	5.965880	-3.000000	0.193089	0.194204	0.00022571	0.0000148565	2.64998e-7
0.022000	6.020620	-3.000000	0.193175	0.194291	0.0002257	0.0000146181	2.6356e-7
0.022200	6.075350	-3.000000	0.193261	0.194377	0.000225646	0.0000143849	2.62177e-7
0.022400	6.130090	-3.000000	0.193345	0.194462	0.000225615	0.0000141567	2.6073e-7
0.022600	6.184830	-3.000000	0.193429	0.194546	0.000225583	0.0000139334	2.59334e-7
0.022800	6.239560	-3.000000	0.193512	0.194629	0.000225582	0.0000137149	2.58009e-7
0.023000	6.294300	-3.000000	0.193594	0.194712	0.000225593	0.000013501	2.56653e-7
0.023200	6.349040	-3.000000	0.193675	0.194793	0.000225585	0.0000132916	2.55284e-7
0.023400	6.403770	-3.000000	0.193756	0.194874	0.000225558	0.0000130865	2.53968e-7
0.023600	6.458510	-3.000000	0.193836	0.194954	0.000225516	0.0000128856	2.52563e-7
0.023800	6.513250	-3.000000	0.193915	0.195034	0.000225508	0.0000126888	2.51294e-7
0.024000	6.567980	-3.000000	0.193993	0.195113	0.000225515	0.0000124961	2.50006e-7
0.025000	6.841670	-3.000000	0.194374	0.195496	0.00022548	0.0000115883	2.43704e-7
0.026000	7.115350	-3.000000	0.194739	0.195862	0.000225416	0.0000107653	2.37572e-7
0.027000	7.389040	-3.000000	0.195089	0.196214	0.000225407	0.0000100167	2.31569e-7
0.028000	7.662730	-3.000000	0.195426	0.196551	0.000225317	9.33355e-6	2.258e-7
0.029000	7.936410	-3.000000	0.195749	0.196876	0.000225268	8.70852e-6	2.20177e-7
0.030000	8.210100	-3.000000	0.196061	0.197189	0.000225177	8.13517e-6	2.14613e-7
0.031000	8.483790	-3.000000	0.196361	0.197491	0.000225251	7.608e-6	2.09199e-7
